username,entityOwner,parentEntity,focusRegion,language,username,bio,joined,followers
SixthTone,Shanghai United Media Group (SUMG),Shanghai Municipal Committee,Shanghai,English,SixthTone,"Fresh voices from today's China — news, features & commentary from a human perspective. Also on Facebook, Instagram, WeChat, & YouTube.",Joined February 2016,80300
SMGKankanews,Shanghai Media Group (SMG),Shanghai Municipal Committee,Shanghai,Chinese,SMGKankanews,"Member of Shanghai Media Group. Daily updated videos about entertainment, news, sports, and everything you like! Subscribe our YouTube channel and FB page!",Joined June 2012,498
Spacewenchang,unknown,unknown,Hainan,Chinese,Spacewenchang,This is Wenchang,Joined June 2022,3402
SpokespersonCHN,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Anglosphere,English,SpokespersonCHN,"Assistant Minister of Foreign Affairs, 
Foreign Ministry Spokesperson, 
Director General, Information Department, MFA PRC. 
Get to know us more 
@MFA_China",Joined October 2019,"2,200,000"
SpokespersonHZM,International Liaison Department,Central Committee of the Communist Party of China,Anglosphere,English,SpokespersonHZM,"Spokesperson & Director General, Bureau of Public Information and Communication, International Department, CPC Central Committee",Joined April 2020,9208
SpoxCHNinUS,Ministry of Foreign Affairs,Ministry of Foreign Affairs,USA,English,SpoxCHNinUS,"Spokesperson of Chinese Embassy in the U.S.

Youtube: http://bit.ly/39sGC9q
Facebook: http://bit.ly/3fv5H7r
TikTok: http://tiktok.com/@chineseembassyinus…",Joined March 2021,6350
stuartyueh,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Afghanistan,English,stuartyueh,"Sp. Envoy of China FM for
Afghan Affairs. 中国外交部阿富汗事务特使",Joined January 2017,2877
suadye,China Media Group (CMG),Central Publicity Department,MENA,Arabic,suadye,مرحبا، أنا سعاد، صينية ، لكن لساني عربي، مرحبا بكم لمتابعة حسابي للتعرف على حياتي في الصين.#تعلم_اللغة_الصينية#حياة_الصينيين#السياحة_في_الصين,Joined December 2020,122
sun_weide,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Anglosphere,English,sun_weide,"外交部新闻司公使衔参赞
Minister Counsellor, Information Department, Foreign Ministry, China",Joined April 2022,6239
SuYuting8,China Media Group (CMG),Central Publicity Department,Anglosphere,English,SuYuting8,TV News Reporter and Bilingual Presenter,Joined March 2020,1239
SuzhouWuzhong,Suzhou Wuzhong District People's Government,Suzhou Municipal Committee,Anglosphere,English,SuzhouWuzhong,"Located in the center of Suzhou and in the hinterland area of the Yangtze River Delta, Wuzhong district is famous for being home to the ancient Wu Culture.",Joined March 2022,9020
SWAHILICRI,China Media Group (CMG),Central Publicity Department,East African Community,Swahili,SWAHILICRI,None,Joined December 2015,42
SXiaochuan258,China Daily Press,Central Publicity Department,Anglosphere,English,SXiaochuan258,"Video journalist 
@ChinaDaily
  #MediaUnlocked",Joined January 2013,1009
TakungNews,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),Hong Kong Liaison Office of the Central Government ,Hong Kong,Chinese,TakungNews,大公網是香港大公報主辦的綜合性新媒體平台，是華文世界最具影響力的網絡媒體。每日向內地、港澳台以及全球華人發佈最具價值的政治資訊。,Joined March 2016,2122
takungwenwei_hk,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),Hong Kong Liaison Office of the Central Government ,Hong Kong,Chinese,takungwenwei_hk,香港大公文匯網官方賬號。 《大公報》是著名中文報章，1902年創刊，迄今已有百餘年歷史；《文匯報》創刊于1948年，已連續出版七十多年，兩家在中國報業史上有着重要地位。,Joined March 2016,34600
theChinaMosaic,China International Communications Group (CICG),Central Publicity Department,Anglosphere,English,theChinaMosaic,China Mosaic pieces together the full picture of the country and its people one hot topic at a time.,Joined December 2016,37
thelinkoncgtn,China Media Group (CMG),Central Publicity Department,Anglosphere,English,thelinkoncgtn,"CGTN's only news program fronted by the network's Beijing HQ and its North America, Africa and Europe production centers. | Mon-Fri, 15GMT",Joined May 2018,1068
thepapercn,Shanghai United Media Group (SUMG),Shanghai Municipal Committee,Shanghai,Chinese,thepapercn,"澎湃新闻，专注时政与思想的媒体开放平台。
Official Twitter account of The Paper, one of #China's leading digital media outlets. Also on Instagram, Facebook, and Youtube!",Joined August 2019,23100
thepoint_CGTN,China Media Group (CMG),Central Publicity Department,Anglosphere,English,thepoint_CGTN,"Official account of the commentary program on China Global TV Network - ""The Point with LIU Xin"". Find us on http://cgtn.com/tv.",Joined February 2017,397
theserenadong,China Media Group (CMG),Central Publicity Department,Anglosphere,English,theserenadong,"Journalist covers   and Beijing's diplomatic corps; 
International Affairs Commentator; 
Alumni 
@Purdue
; Views are my own.",Joined March 2014,20900
thisisGBA,"Nanfang Daily Newspaper Group Co.,Ltd",Guangdong Provincial Committee,Guangdong,English,thisisGBA,"News and insights about the Greater Bay Area. The GBA consists of the Hong Kong SAR, Macao SAR, and nine cities of Guangdong province in South China.",Joined August 2020,83300
thouse_opinions,China Media Group (CMG),Central Publicity Department,Anglosphere,English,thouse_opinions,We bring you a non-Western perspective on today's multipolar world and showcase a #China that you have never seen before.,Joined July 2019,118800
tianwei,China Media Group (CMG),Central Publicity Department,Anglosphere,English,tianwei,"Based in Beijing, Fmr. Washington Correspondent, now Anchor of TV show WorldInsight, Young Global Leader 
@wef
 , China National Mental Health Ambassador",Joined July 2011,6333
TibetTodayCN,China Daily Press,Tibet Autonomous Region People's Government,Tibet,English,TibetTodayCN,"From the magical city of Lhasa, we bring you Buddhist temples, the Himalayan wonders, and Tibetan stories — ancient and new, but both equally glorious.",Joined August 2017,6069
TideNewsZJ,Zhejiang Daily Newspaper Group,Zhejiang Provincial Committee,Zhejiang,Chinese,TideNewsZJ,Seize the trends,Joined August 2021,6396
Todayreview_hk,AcMedia Limited,unknown,Hong Kong,Cantonese,Todayreview_hk,None,Joined September 2020,290
TongMediaHK,Hong Kong China News Agency,United Front Work Department,Hong Kong,Chinese,TongMediaHK,通傳媒官方推特,Joined March 2017,5693
Tong_Shuo,Hong Kong China News Agency,United Front Work Department,Hong Kong,Chinese,Tong_Shuo,"下載「香港中通社」APP，聚焦港澳，融通中外
iPhone：http://appsto.re/hk/wvTdbb.i
Android：http://play.google.com/store/apps/det…",Joined October 2015,11600
UnTeresa,China Media Group (CMG),Central Publicity Department,Hispanophone,Spanish,UnTeresa,None,Joined September 2020,122
VicaLi18,China Media Group (CMG),Central Publicity Department,Anglosphere,English,VicaLi18,"Vica Li from Beijing China. Sharing Chinese learning skills, word cards, tutorials. Facebook: https://facebook.com/LearnChineseWithVica…",Joined November 2020,1707
visitchongqing,unknown,unknown,Anglosphere,English,visitchongqing,None,Joined September 2018,1906
VisitSanya,Sanya Tourism Board,Sanya Municipal People's Government,Hainan,English,VisitSanya,"All about Sanya, a city noted for its breathtaking coastline and heavenly tropical weather (Sanya Tourism Board’s official account)",Joined September 2015,120400
VisitShandong,Shandong Provincial Department of Culture and Tourism,Shandong Provincial People's Government,Shandong,English,VisitShandong,"Shandong Provincial Department of Culture and Tourism. Share your pics of Shandong with #visitshandong
FB/YT: Friendly Shandong
IG: travel_shandong",Joined November 2013,12600
VisitSuzhou,"Suzhou Municipal Bureau of Culture, Radio, Television and Tourism",Suzhou Municipal People's Government,Jiangsu,English,VisitSuzhou,"The official twitter account for the Suzhou Municipal Bureau of Culture, Radio, Television and Tourism. #TravelSuzhou",Joined January 2015,237800
WangJialei4,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Bolivia,Spanish,WangJialei4,Cónsul General de China en Santa Cruz Bolivia，中国驻圣克鲁斯总领事,Joined January 2020,5011
WangJianPaco,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Panama,Spanish,WangJianPaco,None,Joined October 2018,9655
wangxh65,China International Communications Group (CICG),Central Publicity Department,Anglosphere,English,wangxh65,"He who displays himself does not shine, he who asserts his own views is not distinguished.",Joined April 2020,26100
WangXianfeng8,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Pakistan,English,WangXianfeng8,"Tweets only personal. Retweets, links not endorsements",Joined May 2019,10100
WANG_XUE_JING,China Media Group (CMG),Central Publicity Department,Anglosphere,English,WANG_XUE_JING,Digital editor｜Share #ChinaBuzz | 32 yrs in BJ | Views are mine | RT≠endorsement,Joined February 2013,955
WanmingYang,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Brazil,Portuguese,WanmingYang,"Ex-embajador de China en Chile (2012-2014), Argentina (2014-2018) y Brasil (2018-2022)| JD, Maestría en Economía| Perfil personal| Rts no son endosos.",Joined November 2015,82100
WaveMedia2022,"Shanghai Guanchazhe Information Technology Co.,Ltd",Shanghai Academy of Social Sciences (SASS),Shanghai,English,WaveMedia2022,"China-focused information and analysis

http://tiktok.com/@wavemedia2022
http://open.spotify.com/show/71Lbznss3
http://chinaacademy.substack.com
YouTube",Joined November 2020,283
weiasecas,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Panama,Spanish,weiasecas,Embajador de China en Panamá,Joined October 2017,18700
WeiHongtian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Grenada,English,WeiHongtian,Ambassador of the People's Republic of China to Grenada,Joined January 2021,624
WenwenWang1127,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,WenwenWang1127,"Chief reporter and opinion writer of Global Times/Watch Hong Kong affairs, Asian security and Chinese diplomacy/Cardiff University 
@cardiffuni
 alumi",Joined April 2016,12800
Where_Zhengzhou,Zhengzhou Media Group,Zhengzhou Municipal Party Committee,Anglosphere,English,Where_Zhengzhou,"Follow me for more places, daily life, and stories around Zhengzhou, China.
天地之中 华夏之源 功夫郑州",Joined March 2021,14900
WorldInsight_TW,China Media Group (CMG),Central Publicity Department,Anglosphere,English,WorldInsight_TW,"World Insight with Tian Wei 
@tianwei
, an international platform for debate and discussion. Every Mon. to Fri., GMT14:15-15:00 on 
@CGTNOfficial",Joined February 2017,2916
WQHChina,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Maldives,English,WQHChina,Economic and Commercial Counselor of the Embassy of the People's Republic of China to the Republic of Maldives.,Joined October 2021,372
wty510,China Media Group (CMG),Central Publicity Department,Anglosphere,English,wty510,None,Joined September 2014,7
WuGang_CX,China Media Group (CMG),Central Publicity Department,Anglosphere,English,WuGang_CX,"Editor. Previously 
@Caixin
, 
@ChinaDaily
, 
@GlobalTimes
, 
@SingTaoDaily
, 
@WorldJournal
. BJ, NYC. Biz, Tech. Views my own.",Joined September 2008,1178
wuji_li,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Panama,English,wuji_li,"Ministro Consejero, Embajada China en Panamá",Joined November 2020,902
wulei2020,China Media Group (CMG),Central Publicity Department,Anglosphere,English,wulei2020,"Space Journalist Covering astronauts, China Space station, Lunar and Mars exploration and other space explorations Personal Views ",Joined January 2020,2428
WuPeng_MFAChina,Ministry of Foreign Affairs,Ministry of Foreign Affairs,African Union,English,WuPeng_MFAChina,"Director-General, Department of African Affairs, MFA, China",Joined September 2020,34200
WuxiCity,China Daily Press,Wuxi Municipal People's Government,Anglosphere,English,WuxiCity,"Official Twitter account of Wuxi City, East China, known as Pearl of Taihu Lake.
FB:  http://bit.ly/3OlaVDN
Tik Tok: http://bit.ly/3Q3qotI",Joined March 2015,60300
xgx91,China Media Group (CMG),Central Publicity Department,Anglosphere,English,xgx91,International journalist into #chinaeconomy #architecture #infrastructure #photography #construction #engineering,Joined September 2009,630
XHChineNouvelle,Xinhua News Agency,State Council,Anglosphere,English,XHChineNouvelle,L'agence de presse Xinhua/Chine Nouvelle est une référence pour mieux connaître la Chine et le monde.,Joined July 2014,16700
XHJapanese,Xinhua News Agency,State Council,Japan,Japanese,XHJapanese,新華社通信は公益のための公共メディアです。私たちは企業の利益を追求せず、イデオロギー的偏見と政治的偏見の圧力に屈することもありません。Facebookページは https://facebook.com/China-Xinhua-News-838734946185192… です。,Joined March 2015,56400
XHNews,Xinhua News Agency,State Council,China,Chinese,XHNews,"Public media for public good. We don't pursue corporate interests, nor yield to pressure of ideological stigmatization and political bias
Our App: http://xhtxs.cn/G99",Joined February 2012,"11,900,000"
XHNorthAmerica,Xinhua News Agency,State Council,USA,English,XHNorthAmerica,"This material is distributed by Xinhua News Agency North America on behalf of Xinhua News Agency.  More info available at Department of Justice, Washington, DC",Joined December 2016,35100
XHscitech,Xinhua News Agency,State Council,Anglosphere,English,XHscitech,"Science, space, health and environment news from Xinhua News Agency.
Find our App at: http://xhtxs.cn/G99",Joined June 2016,98700
XHSports,Xinhua News Agency,State Council,Anglosphere,English,XHSports,We know sports. Find our App at: http://xhtxs.cn/G99,Joined May 2016,870400
XIEYongjun_CHN,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Anglosphere,English,XIEYongjun_CHN,"Head of Division, Info Dept, 
@MFA_China
中国外交部新闻司处长
All tweets are personal views & should not be attributed to the CHN Gov't. 
With no team or paid promotion.",Joined September 2021,53500
XinhuaChinese,Xinhua News Agency,State Council,Anglosphere,English,XinhuaChinese,"這裡既嚴肃，又輕松；
既自然，又人文；
既為你梳理中國發展，也為你关注世界動態；
時事、觀點、視野、娱樂俱全。
了解中國和世界新聞，新華社中文賬號請您收好。",Joined August 2015,"1,300,000"
XinhuaMyanmar,Xinhua News Agency,State Council,Myanmar,Burmese,XinhuaMyanmar,"We are public media for the public good. We don't pursue corporate interests, nor will we yield to the pressure of ideological stigmatization and political bias",Joined February 2015,12500
XinhuanetNews,Xinhua News Agency,State Council,China,Chinese,XinhuanetNews,"Publicize China, report the world. This is the official account for Xinhuanet, the online news provider of the Xinhua News Agency.",Joined December 2013,2753
xinhuasylvia,Xinhua News Agency,State Council,Anglosphere,English,xinhuasylvia,Reporter with Xinhua News Agency,Joined May 2013,17
xinhuatravel,Xinhua News Agency,State Council,Anglosphere,English,xinhuatravel,"Amazing China! Let's explore!
Find our App at http://xhtxs.cn/G99",Joined February 2019,710100
xinhua_africa,Xinhua News Agency,State Council,Kenya,English,xinhua_africa,"Xinhua News Agency Africa Bureau was established in 1986, is headquartered in Nairobi, Kenya.",Joined April 2012,617
xinjiangchannel,"Wuzhou Communication Co., Ltd.",State Council Information Office (SCIO),Xinjiang,English,xinjiangchannel,"让海内外了解真实的新疆　Official Twitter Account of China Xinjiang Website.
Tik tok:chinaxinjiang
https://youtube.com/@xinjiangchina/featured…",Joined February 2020,12400
xinranz98,China Daily Press,Central Publicity Department,Anglosphere,English,xinranz98,"Social media editor 
@ChinaDaily
; LSE alum; born & raised in #Xinjiang; lived in ; RT≠endorsement",Joined August 2014,570
XisMoments,China Daily Press,Central Publicity Department,Anglosphere,English,XisMoments,We focus on news about President Xi Jinping and China.,Joined January 2018,"102,000"
xuejianosaka,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Japan,Japanese,xuejianosaka,"中华人民共和国驻大阪总领事
中華人民共和国駐大阪総領事
Consul General of P.R.C  in Osaka",Joined August 2021,70300
XuLi52940770,China Media Group (CMG),Central Publicity Department,la Francophonie,French,XuLi52940770,"Apprendre le chinois, c'est pas sorcier ! Sautez le pas ! Suivez-moi ! 
Youtube：Le chinois avec Xu Li",Joined April 2020,728
XuZeyu_Philip,Xinhua News Agency,State Council,Anglosphere,English,XuZeyu_Philip,"Journalist with Xinhua News Agency. Views my own. 
Reach me at xuzeyuphilip@gmail.com",Joined December 2018,67800
yangliuxh,Xinhua News Agency,State Council,Anglosphere,English,yangliuxh,"@xhnews
, Xinhua Institute, previously in Damascus/Washington. Usual disclaimers. Sign up for my newsletter 
@Beijingchannel
, focusing on China's foreign affairs↓",Joined December 2012,5933
yangrui88,China Media Group (CMG),Central Publicity Department,Anglosphere,English,yangrui88,逍遥,Joined February 2017,32
YangZha42341102,China Media Group (CMG),Central Publicity Department,Anglosphere,English,YangZha42341102,"Science & tech reporter/
Documentary director/
CGTN Tech It Out Studio Producer/
Views are my own",Joined February 2020,661
yang_zhiyu1979,Ministry of Foreign Affairs,Ministry of Foreign Affairs,UK,English,yang_zhiyu1979,"Deputy Consul-General, Consulate General of the People's Republic of China in Manchester, UK",Joined November 2013,745
YaoFei9,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Hispanophone,Spanish,YaoFei9,"Diplomático chino, observador y colaborador de temas internacionales",Joined March 2018,2135
yawenxu17,China Media Group (CMG),Central Publicity Department,Anglosphere,English,yawenxu17," Journalist of 
@CGTNRadio
 Chinese living in Beijing
 #politics #business #tech #media and #philosophy
 yawen.xu17@gmail.com",Joined December 2012,3086
YayingRUAN,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Algeria,Arabic,YayingRUAN,Chinese diplomat to Algeria  中国驻阿尔及利亚使馆成员 Opinions are my own.,Joined February 2014,3859
YDunhai,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Malta,English,YDunhai,Chinese Ambassador to the Republic of Malta,Joined January 2021,20100
yicaichina,Shanghai Media Group (SMG),Shanghai Municipal Committee,Shanghai,English,yicaichina,English-language version of Shanghai-based business and financial media outlet Yicai. 中国财经全媒体第一财经英文品牌一财全球的官方账号,Joined March 2016,235700
yicaiglobalCN,Shanghai Media Group (SMG),Shanghai Municipal Committee,Shanghai,English,yicaiglobalCN,Yicai Global's news feeds in Chinese 一财全球中文资讯服务账号,Joined September 2019,534
YidingYang_MFA,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Norway,English,YidingYang_MFA,"Chinese diplomat, currently in Norway. It’s a beautiful world, live to the fullest! My life, my story, my view. Previously worked in/with ",Joined April 2021,1555
Yikangmama,China Media Group (CMG),Central Publicity Department,Japan,Japanese,Yikangmama,"2020年4月に娘を出産
子育ては試練の連続…ぜひアドバイスをお願いします。

中国と日本の子育て文化比較などを発信していきますので、中国の子育て事情など、気になる話題があれば教えてくださいね

無言フォロー失礼いたします！",Joined March 2021,291
yiwen_zh,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Hispanophone,Spanish,yiwen_zh,"中国外交部政策司参赞
Consejera, Miniterio de Relaciones Exteriores,China
Cuenta personal, RT ≠ aprobación",Joined November 2015,2118
YoloOliver1,Xinhua News Agency,State Council,Anglosphere,English,YoloOliver1,"@XHNews
 Journalist. Sports Lover. Beer Drinker. Enthusiastic Traveller. Bring u closer to a real #China. retweet≠endorsement. views my own. sad 
@Arsenal
 fan.",Joined November 2016,28100
Yuanjia33107056,China Media Group (CMG),Central Publicity Department,la Francophonie,French,Yuanjia33107056,主持人，制片人,Joined March 2020,32
Yunfei_Zh,China Media Group (CMG),Central Publicity Department,Anglosphere,English,Yunfei_Zh,"TV reporter based in China | Proud Northwestern 
@MedillSchool
 alum",Joined March 2015,1155
yuqiaoji,People's Daily Press,Central Committee of the Chinese Communist Party,Anglosphere,English,yuqiaoji,None,Joined August 2016,3
YXiusheng,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Barbados,English,YXiusheng,Chinese Ambassador to Barbados,Joined April 2020,8723
YZOUTWEETS,China Media Group (CMG),Central Publicity Department,Anglosphere,English,YZOUTWEETS,Commentator. News junkie. Science+Tech. Runner. Traveler. Retweets ≠ endorsements. Arguments welcome.,Joined July 2020,371500
ZhaLiyou,Ministry of Foreign Affairs,Ministry of Foreign Affairs,India,English,ZhaLiyou,"CG of China in Kolkata 中国驻加尔各答总领事
A product of Chinese education system. Comment on things of personal interest and tell stories of immense significance.",Joined August 2019,25600
zhangbuxin,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Cuba,Spanish,zhangbuxin,"中国驻古巴使馆公使衔参赞
Ministro Consejero de la Embajada China en Cuba  Diplomatico chino de carrera en America Latina y el Caribe",Joined June 2019,1307
zhang_heqing,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Pakistan,English,zhang_heqing,"Counsellor & Director. Personal views, Rts are not necessarily endorsements. CPEC. China. Pakistan http://facebook.com/CulturalChinaBJ",Joined May 2020,353200
Zhang_Xi77,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Panama,English,Zhang_Xi77,Jefa de la Sección Política de la Embajada China en Panamá. Esposa y madre de dos gemelas.,Joined June 2021,1995
zhanhao668,Wuhan Ruiying New Media Culture Communication Co.,Hubei Self-Media Association,China,Chinese,zhanhao668,"Learn about China from here, and go to the world from here. 中国著名政经评论员",Joined April 2023,2426
zhaobaogang2011,Ministry of Foreign Affairs,Ministry of Foreign Affairs,African Union,English,zhaobaogang2011,Chinese Diplomat working in African Affairs Department of Chinese Foreign Ministry.,Joined September 2015,3914
ZhaoYing_CRI,China Media Group (CMG),Central Publicity Department,Anglosphere,English,ZhaoYing_CRI,"Commentator, Host of CGTN Radio/China Radio International. zhaoyingcri@foxmail.com",Joined October 2019,408
ZhengguanNews,Zhengzhou Media Group,Zhengzhou Municipal Party Committee,Henan,English,ZhengguanNews,"A digital media in Zhengzhou city. We provide stories about Zhengzhou, Henan, China.",Joined February 2021,15900
ZhengJunfeng1,China Media Group (CMG),Central Publicity Department,Anglosphere,English,ZhengJunfeng1,CGTN Global Business Anchor 央视英文频道全球财经节目主持人，skier， book writer,Joined October 2019,413
ZhongBai2020,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Belarus,Belarusian,ZhongBai2020,中国驻白俄罗斯大使馆官方推特账号,Joined February 2020,7403
ZhongShi_CGTN,China Media Group (CMG),Central Publicity Department,Anglosphere,English,ZhongShi_CGTN,"I tell some of the China stories you like, some you don’t. In between, we find out what China needs to hear and wants to say.",Joined February 2020,932
Zhou_Li_CHN,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Anglosphere,English,Zhou_Li_CHN,"Counsellor, Information Department of Foreign Ministry, China 
@MFA_China
Rts≠endorsement",Joined March 2022,17200
zhu_jingyang,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Colombia,Spanish,zhu_jingyang,"Cuenta personal del Embajador de la R. P. China en Colombia
Ex Cónsul General de la R. P. China en Barcelona

Embajada de China en Colombia: 
@china_embajada",Joined August 2016,9288
ZichenWanghere,Xinhua News Agency,State Council,Anglosphere,English,ZichenWanghere,"He/Him. Views PERSONAL. Newsletter 
@pekingnology
 on Substack ↓ now part of NON-GOVT 
@CCG_org
.  
@xhnews
 Xinhua alum. ""过一天，是一天。""",Joined December 2019,28600
ziyi_zeng,China Media Group (CMG),Central Publicity Department,Anglosphere,English,ziyi_zeng,ASU Cronkite alum,Joined May 2014,355
zlj517,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Anglosphere,English,zlj517,"Deputy Director-General, Department of Boundary and Ocean Affairs",Joined May 2010,"1,900,000"
ZoomIn_CGTN,China Media Group (CMG),Central Publicity Department,Anglosphere,English,ZoomIn_CGTN,Zoom In is a TV news magazine show packed with top stories from around the world.,Joined September 2019,109
ZShilei,China Media Group (CMG),Central Publicity Department,Anglosphere,English,ZShilei,"Director of CGTN Digital, a journalist 
@CGTNOfficial
, bookworm, #music lover, green hand, #cook,mother and wife. Not judge a book on its cover",Joined November 2019,367
_bubblyabby_,China Media Group (CMG),Central Publicity Department,Anglosphere,English,_bubblyabby_,"Nature Explorer| Animal lover| Adventure goer| Story teller
Multimedia Journalist 
@cgtnofficial
 | SU '15 
@NewhouseBDJ
 | CUC '14 EBA",Joined July 2014,1678
_cultureexpress,China Media Group (CMG),Central Publicity Department,Anglosphere,English,_cultureexpress,We just simply want to show you the culture and traditions in China.,Joined May 2017,2488
